timestamp_unix,elapsed_sec,x_m,y_m,heading_deg,vo_x_m,vo_y_m,speed,steering,cds_value
1783403011.904,4.17,0.0,0.0,0.0,0.0,0.0,0,0.0,1359
1783403012.004,4.27,0.0,0.0,0.0,0.0,0.0,0,0.0,1306
1783403012.105,4.37,0.0,0.0,0.0,0.0,0.0,0,0.0,1213
1783403012.205,4.47,0.0,0.0,0.0,0.0,0.0,0,0.0,1263
1783403012.305,4.57,0.0,0.0,0.0,0.0,0.0,0,0.0,1350
1783403012.406,4.68,0.0,0.0,0.0,0.0,0.0,0,0.0,1383
1783403012.506,4.78,0.0,0.0,0.0,0.0,0.0,0,0.0,1284
1783403012.606,4.88,0.0,0.0,0.0,0.0,0.0,0,0.0,1263
1783403012.707,4.98,0.0,0.0,0.0,0.0,0.0,0,0.0,1019
1783403012.807,5.08,0.0,0.0,0.0,0.0,0.0,0,0.0,1271
1783403012.907,5.18,0.0,0.0,0.0,0.0,0.0,0,0.0,54
1783403013.008,5.28,0.0,0.0,0.0,0.0,0.0,0,0.0,49
1783403013.108,5.38,0.0,0.0,0.0,0.0,0.0,0,0.0,50
1783403013.208,5.48,0.0,0.0,0.0,0.0,0.0,0,0.0,51
1783403013.309,5.58,0.0,0.0,0.0,0.0,0.0,0,0.0,46
1783403013.409,5.68,0.0,0.0,0.0,0.0,0.0,0,0.0,41
1783403013.509,5.78,0.0,0.0,0.0,0.0,0.0,0,0.0,40
1783403013.61,5.88,0.0,0.0,0.0,0.0,0.0,0,0.0,43
1783403013.71,5.98,0.0,0.0,0.0,0.0,0.0,0,0.0,46
1783403013.81,6.08,0.0,0.0,0.0,0.0,0.0,0,0.0,43
1783403013.911,6.18,0.0,0.0,0.0,0.0,0.0,0,0.0,1007
1783403014.011,6.28,0.0,0.0,0.0,0.0,0.0,0,0.0,1205
1783403014.111,6.38,0.0,0.0,0.0,0.0,0.0,0,0.0,552
1783403014.212,6.48,0.0,0.0,0.0,0.0,0.0,0,0.0,369
1783403014.312,6.58,0.0,0.0,0.0,0.0,0.0,0,0.0,514
1783403014.412,6.68,0.0,0.0,0.0,0.0,0.0,0,0.0,1296
1783403014.513,6.78,0.0,0.0,0.0,0.0,0.0,0,0.0,1384
1783403014.613,6.88,0.0,0.0,0.0,0.0,0.0,0,0.0,1418
1783403014.713,6.98,0.0,0.0,0.0,0.0,0.0,0,0.0,1350
1783403014.814,7.08,0.0,0.0,0.0,0.0,0.0,0,0.0,1478
1783403014.914,7.18,0.0,0.0,0.0,0.0,0.0,0,0.0,1400
1783403015.014,7.28,0.0,0.0,0.0,0.0,0.0,0,0.0,1442
1783403015.115,7.38,0.0,0.0,0.0,0.0,0.0,0,0.0,1364
1783403015.215,7.48,0.0,0.0,0.0,0.0,0.0,0,0.0,1367
1783403015.315,7.58,0.0,0.0,0.0,0.0,0.0,0,0.0,1458
1783403015.416,7.69,0.0,0.0,0.0,0.0,0.0,0,0.0,1482
1783403015.516,7.79,0.0,0.0,0.0,0.0,0.0,0,0.0,1413
1783403015.616,7.89,0.0,0.0,0.0,0.0,0.0,0,0.0,1344
1783403015.717,7.99,0.05068152841895518,0.0,0.0,0.0,0.0,50,0.0,1407
1783403015.817,8.09,0.10140086665298001,0.0,0.0,0.0,0.0,50,0.0,1478
1783403015.918,8.19,0.1520916669055669,0.0,0.0,0.0,0.0,50,0.0,1462
1783403016.018,8.29,0.2027763260735406,0.0,0.0,0.0,0.0,50,0.0,1366
1783403016.118,8.39,0.25348675371420504,0.0,0.0,0.0,0.0,50,0.0,1365
1783403016.219,8.49,0.304183815464829,0.0,0.0,0.0,0.0,50,0.0,1457
1783403016.319,8.59,0.3549082110626529,0.0,0.0,0.0,0.0,50,0.0,1479
1783403016.419,8.69,0.3549082110626529,0.0,0.0,0.0,0.0,0,0.0,1404
1783403016.52,8.79,0.3549082110626529,0.0,0.0,0.0,0.0,0,0.0,1344
1783403016.62,8.89,0.3549082110626529,0.0,0.0,0.0,0.0,0,0.0,1414
1783403016.721,8.99,0.4055843208775376,0.0,0.0,0.0,0.0,50,0.0,1478
1783403016.821,9.09,0.4562636818548646,0.0,0.0,0.0,0.0,50,0.0,1452
1783403016.921,9.19,0.5069630314605404,0.0,0.0,0.0,0.0,50,0.0,1355
1783403017.022,9.29,0.5576941702100966,0.0,0.0,0.0,0.0,50,0.0,1368
1783403017.122,9.39,0.6084023099957091,0.0,0.0,0.0,0.0,50,0.0,1458
1783403017.222,9.49,0.659094796036229,0.0,0.0,0.0,0.0,50,0.0,1469
1783403017.323,9.59,0.7098124484823208,0.0,0.0,0.0,0.0,50,0.0,1371
1783403017.423,9.69,0.760521912815595,0.0,0.0,0.0,0.0,50,0.0,1354
1783403017.524,9.79,0.811220660354152,0.0,0.0,0.0,0.0,50,0.0,1441
1783403017.624,9.89,0.8618985763703935,0.0,0.0,0.0,0.0,50,0.0,1476
1783403017.724,9.99,0.9125801047893487,0.0,0.0,0.0,0.0,50,0.0,1417
1783403017.825,10.09,0.9632700621479691,0.0,0.0,0.0,0.0,50,0.0,1417
1783403017.925,10.19,1.0139529151145859,0.0,0.0,0.0,0.0,50,0.0,1335
1783403018.025,10.29,1.0646313127845226,0.0,0.0,0.0,0.0,50,0.0,1396
1783403018.126,10.4,1.115361126986417,0.0,0.0,0.0,0.0,50,0.0,1464
1783403018.226,10.5,1.166051927239004,0.0,0.0,0.0,0.0,50,0.0,1439
1783403018.327,10.6,1.166051927239004,0.0,0.0,0.0,0.0,0,0.0,1341
1783403018.427,10.7,1.166051927239004,0.0,0.0,0.0,0.0,0,0.0,1351
1783403018.527,10.8,1.166051927239004,0.0,0.0,0.0,0.0,0,0.0,1438
1783403018.628,10.9,1.166051927239004,0.0,0.0,0.0,0.0,0,0.0,1459
1783403018.728,11.0,1.166051927239004,0.0,0.0,0.0,0.0,0,0.0,1388
1783403018.828,11.1,1.166051927239004,0.0,0.0,0.0,0.0,0,0.0,1322
1783403018.929,11.2,1.166051927239004,0.0,0.0,0.0,0.0,0,0.0,1424
1783403019.029,11.3,1.166051927239004,0.0,0.0,0.0,0.0,0,0.0,1442
1783403019.129,11.4,1.2168014892423997,0.0,0.0,0.0,0.0,50,0.0,1345
1783403019.23,11.5,1.2675084248937742,0.0,0.0,0.0,0.0,50,0.0,1339
1783403019.33,11.6,1.3182441393534343,0.0,0.0,0.0,0.0,50,0.0,1429
1783403019.431,11.7,1.3689375887013446,0.0,0.0,0.0,0.0,50,0.0,1460
1783403019.531,11.8,1.4196126147954151,0.0,0.0,0.0,0.0,50,0.0,1393
1783403019.631,11.9,1.470296551482846,0.0,0.0,0.0,0.0,50,0.0,1321
1783403019.732,12.0,1.5209747083259353,0.0,0.0,0.0,0.0,50,0.0,1448
1783403019.832,12.1,1.5716488915260394,0.0,0.0,0.0,0.0,50,0.0,1405
1783403019.932,12.2,1.6223412571531355,0.0,0.0,0.0,0.0,50,0.0,1397
1783403020.033,12.3,1.6730548155428184,0.0,0.0,0.0,0.0,50,0.0,1456
1783403020.133,12.4,1.7238128064858793,0.0,0.0,0.0,0.0,50,0.0,1413
1783403020.234,12.5,1.7745221504057296,0.0,0.0,0.0,0.0,50,0.0,1322
1783403020.334,12.6,1.7745221504057296,0.0,0.0,0.0,0.0,0,0.0,1351
1783403020.434,12.7,1.7745221504057296,0.0,0.0,0.0,0.0,0,0.0,1437
1783403020.535,12.8,1.7745221504057296,0.0,0.0,0.0,0.0,0,0.0,1437
1783403020.635,12.9,1.7745221504057296,0.0,0.0,0.0,0.0,0,0.0,1346
1783403020.735,13.0,1.7745221504057296,0.0,0.0,0.0,0.0,0,0.0,1308
1783403020.836,13.11,1.7745221504057296,0.0,0.0,0.0,0.0,0,0.0,1391
1783403020.936,13.21,1.7745221504057296,0.0,0.0,0.0,0.0,0,1.0,1442
1783403021.036,13.31,1.7745221504057296,0.0,0.0,0.0,0.0,0,1.0,1388
1783403021.137,13.41,1.7745221504057296,0.0,0.0,0.0,0.0,0,1.0,1305
1783403021.237,13.51,1.7745221504057296,0.0,0.0,0.0,0.0,0,1.0,1357
1783403021.338,13.61,1.7745221504057296,0.0,0.0,0.0,0.0,0,1.0,1436
1783403021.438,13.71,1.8251936954222463,0.0011686827727521842,1.321229127018331,0.0,0.0,50,1.0,1423
1783403021.538,13.81,1.8758130460029037,0.0035046110866848584,2.642150644713272,0.0,0.0,50,1.0,1331
1783403021.639,13.91,1.926335232685878,0.007004054122914478,3.962290583617152,0.0,0.0,50,1.0,1318
1783403021.739,14.01,1.976794016096198,0.011670081990256747,5.2832340734066205,0.0,0.0,50,1.0,1406
1783403021.839,14.11,2.027094008552766,0.017492821061957996,6.603182541201043,0.0,0.0,50,1.0,1443
1783403021.94,14.21,2.07724854570441,0.024473024849788232,7.923184369796463,0.0,0.0,50,1.0,1384
1783403022.04,14.31,2.1272478011710234,0.03261026407504803,9.243685278824728,0.0,0.0,50,1.0,1303
1783403022.14,14.41,2.1771288769249364,0.04191496857521605,10.566386536176424,0.0,0.0,50,1.0,1356
1783403022.241,14.51,2.226717971010848,0.052353620089244254,11.887377109025596,0.0,0.0,50,1.0,1404
1783403022.341,14.61,2.2760984754991735,0.06394442901533146,13.209585563685739,0.0,0.0,50,1.0,1310
1783403022.441,14.71,2.3251312900332692,0.07665255006223268,14.529976612241366,0.0,0.0,50,1.0,1337
1783403022.542,14.81,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,50,1.0,1422
1783403022.642,14.91,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,-1.0,1437
1783403022.742,15.01,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,-1.0,1363
1783403022.843,15.11,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,-1.0,1305
1783403022.943,15.21,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,-1.0,1370
1783403023.043,15.31,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,-1.0,1428
1783403023.144,15.41,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,0.0,1396
1783403023.244,15.51,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,0.0,1304
1783403023.345,15.61,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,0.0,1302
1783403023.445,15.71,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,0.0,1392
1783403023.545,15.81,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,0.0,1423
1783403023.646,15.92,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,0.0,1355
1783403023.746,16.02,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,0.0,1285
1783403023.846,16.12,2.3738611269966454,0.09048805527663735,15.850446132563164,0.0,0.0,0,0.0,1341
1783403023.947,16.22,2.3251023312703984,0.07664432801308023,15.850446132563164,0.0,0.0,-50,0.0,1341
1783403024.047,16.32,2.2762607134823405,0.06277708568894709,15.850446132563164,0.0,0.0,-50,0.0,1416
1783403024.148,16.42,2.2274369342922107,0.048914908147091866,15.850446132563164,0.0,0.0,-50,0.0,1397
1783403024.248,16.52,2.1786541607103063,0.035064373026836515,15.850446132563164,0.0,0.0,-50,0.0,1302
1783403024.349,16.62,2.129850073478929,0.02120778647840496,15.850446132563164,0.0,0.0,-50,0.0,1309
1783403024.449,16.72,2.0810776092166066,0.007360178407647883,15.850446132563164,0.0,0.0,-50,0.0,1400
1783403024.549,16.82,2.032343370521274,-0.006476576558227958,15.850446132563164,0.0,0.0,-50,0.0,1429
1783403024.649,16.92,1.9836351947125255,-0.020305931679866593,15.850446132563164,0.0,0.0,-50,0.0,1370
1783403024.75,17.02,1.9349117286769808,-0.03413962804345772,15.850446132563164,0.0,0.0,-50,0.0,1415
1783403024.85,17.12,1.886164053115676,-0.047980198040140296,15.850446132563164,0.0,0.0,-50,0.0,1417
1783403024.95,17.22,1.8374097749564366,-0.061822642664029634,15.850446132563164,0.0,0.0,-50,0.0,1321
1783403025.051,17.32,1.7886655744466764,-0.07566222601481391,15.850446132563164,0.0,0.0,-50,0.0,1409
1783403025.151,17.42,1.739908632081253,-0.08950542706722528,15.850446132563164,0.0,0.0,-50,0.0,1436
1783403025.251,17.52,1.6911516897158294,-0.10334862811963665,15.850446132563164,0.0,0.0,-50,0.0,1351
1783403025.352,17.62,1.6423550159277471,-0.11720310982348517,15.850446132563164,0.0,0.0,-50,0.0,1325
1783403025.452,17.72,1.5935987685726327,-0.13104611354671686,15.850446132563164,0.0,0.0,-50,0.0,1412
1783403025.553,17.82,1.5448603598154467,-0.14488405248767064,15.850446132563164,0.0,0.0,-50,0.0,1463
1783403025.653,17.92,1.4961176651613557,-0.158723208291899,15.850446132563164,0.0,0.0,-50,0.0,1418
1783403025.753,18.02,1.4473746230021103,-0.17256246276071718,15.850446132563164,0.0,0.0,-50,0.0,1332
1783403025.854,18.12,1.3986018112346337,-0.1864101694960641,15.850446132563164,0.0,0.0,-50,0.0,1368
1783403025.954,18.22,1.3498607382712635,-0.20024886486553992,15.850446132563164,0.0,0.0,-50,0.0,1452
1783403026.054,18.32,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,-50,0.0,1461
1783403026.155,18.42,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1380
1783403026.255,18.52,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1334
1783403026.355,18.62,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1415
1783403026.456,18.73,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1471
1783403026.557,18.83,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1438
1783403026.657,18.93,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1342
1783403026.757,19.03,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1376
1783403026.858,19.13,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1459
1783403026.958,19.23,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1459
1783403027.059,19.33,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1354
1783403027.159,19.43,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1367
1783403027.26,19.53,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1461
1783403027.361,19.63,1.3011386622563368,-0.21408216657077173,15.850446132563164,0.0,0.0,0,0.0,1441
1783403027.461,19.73,1.3499062614464967,-0.20023593980427226,15.850446132563164,0.0,0.0,50,0.0,1348
1783403027.565,19.83,1.4000114079761405,-0.18600995303151932,15.850446132563164,0.0,0.0,50,0.0,1349
1783403027.665,19.93,1.4488256886920485,-0.1721504723217861,15.850446132563164,0.0,0.0,50,0.0,1438
1783403027.765,20.03,1.4972668159992883,-0.1571812841144443,17.172099007118817,0.0,0.0,50,1.0,1468
1783403027.866,20.14,1.5453215743537676,-0.14110894259396534,18.49297030288341,0.0,0.0,50,1.0,1406
1783403027.966,20.24,1.592978242341436,-0.12393886937407891,19.81342726772262,0.0,0.0,50,1.0,1330
1783403028.067,20.34,1.640370618985182,-0.10561560352642997,21.137945931178834,0.0,0.0,50,1.0,1386
1783403028.17,20.44,1.6883958409025834,-0.08572985959426728,22.492917917650622,0.0,0.0,50,1.0,1462
1783403028.27,20.54,1.7348846073669386,-0.06520883449916381,23.817574691415295,0.0,0.0,50,1.0,1438
1783403028.371,20.64,1.7807581335107587,-0.04368251084717255,25.13849307023959,0.0,0.0,50,1.0,1341
1783403028.471,20.74,1.7807581335107587,-0.04368251084717255,25.13849307023959,0.0,0.0,0,0.0,1359
1783403028.571,20.84,1.7807581335107587,-0.04368251084717255,25.13849307023959,0.0,0.0,0,0.0,1448
1783403028.672,20.94,1.7807581335107587,-0.04368251084717255,25.13849307023959,0.0,0.0,0,0.0,1465
1783403028.772,21.04,1.7807581335107587,-0.04368251084717255,25.13849307023959,0.0,0.0,0,0.0,1390
1783403028.873,21.14,1.7807581335107587,-0.04368251084717255,25.13849307023959,0.0,0.0,0,0.0,1330
1783403028.973,21.24,1.7807581335107587,-0.04368251084717255,25.13849307023959,0.0,0.0,0,0.0,1401
1783403029.073,21.34,1.7807581335107587,-0.04368251084717255,25.13849307023959,0.0,0.0,0,0.0,1467
1783403029.174,21.44,1.7807581335107587,-0.04368251084717255,25.13849307023959,0.0,0.0,0,0.0,1437
1783403029.274,21.54,1.8271267178843276,-0.023214836895903927,23.817263943221263,0.0,0.0,50,-1.0,1341
1783403029.377,21.65,1.87514626935439,-0.003361055994670483,22.462747092993265,0.0,0.0,50,-1.0,1361
1783403029.477,21.75,1.9224791792229017,0.01494104843950305,21.139873197755993,0.0,0.0,50,-1.0,1449
1783403029.578,21.85,1.9701576962078342,0.032124013484035235,19.818766486692887,0.0,0.0,50,-1.0,1463
1783403029.678,21.95,2.0182040534311945,0.04819831566169248,18.498086662037753,0.0,0.0,50,-1.0,1410
1783403029.778,22.05,2.066601874116731,0.06315919000792727,17.177576336397543,0.0,0.0,50,-1.0,1338
1783403029.879,22.15,2.1153198424991517,0.07699769953539139,15.857383036692667,0.0,0.0,50,-1.0,1380
1783403029.979,22.25,2.164353094001075,0.08971229228247957,14.536938627336044,0.0,0.0,50,-1.0,1459
1783403030.079,22.35,2.2136583062374475,0.10129189497840392,13.216707661183404,0.0,0.0,50,-1.0,1448
1783403030.18,22.45,2.2632468275448474,0.11173794140968268,11.89569197736906,0.0,0.0,50,-1.0,1356
1783403030.28,22.55,2.313049559527978,0.12103580745724554,10.575030985937804,0.0,0.0,50,-1.0,1341
1783403030.38,22.65,2.363103460836164,0.1291903396207092,9.253051668834882,0.0,0.0,50,-1.0,1341
1783403030.481,22.75,2.4132969958175807,0.13618383920686422,7.931995179702125,0.0,0.0,50,-1.0,1429
1783403030.581,22.85,2.463652574928475,0.14201959121504013,6.610568303833043,0.0,0.0,50,-1.0,1460
1783403030.681,22.95,2.5141107174220982,0.14669123886242283,5.289627952914221,0.0,0.0,50,-1.0,1392
1783403030.782,23.05,2.5646920209299453,0.15019978289823607,3.9679342730401586,0.0,0.0,50,-1.0,1316
1783403030.882,23.15,2.615300215507081,0.1525397529992114,2.6472983925740787,0.0,0.0,50,-1.0,1367
1783403030.982,23.25,2.6659597375194974,0.15371271519446822,1.3263800137497843,0.0,0.0,50,-1.0,1435
1783403031.083,23.35,2.7166213974675375,0.15371780810763852,0.005759827636939131,0.0,0.0,50,-1.0,1417
1783403031.183,23.45,2.7166213974675375,0.15371780810763852,0.005759827636939131,0.0,0.0,0,0.0,1321
1783403031.283,23.55,2.7166213974675375,0.15371780810763852,0.005759827636939131,0.0,0.0,0,0.0,1296
1783403031.384,23.65,2.7166213974675375,0.15371780810763852,0.005759827636939131,0.0,0.0,0,0.0,1380
1783403031.484,23.75,2.7166213974675375,0.15371780810763852,0.005759827636939131,0.0,0.0,0,0.0,1414
1783403031.584,23.85,2.7166213974675375,0.15371780810763852,0.005759827636939131,0.0,0.0,0,0.0,1359
1783403031.685,23.95,2.665979846561169,0.1537127172159891,0.005759827636939131,0.0,0.0,-50,0.0,1277
1783403031.785,24.05,2.6153239664574417,0.15370762488385473,0.005759827636939131,0.0,0.0,-50,0.0,1320
1783403031.885,24.15,2.564651228474469,0.1537025308570322,0.005759827636939131,0.0,0.0,-50,0.0,1404
1783403031.986,24.26,2.5139663287357554,0.15369743560761323,0.005759827636939131,0.0,0.0,-50,0.0,1401
1783403032.086,24.36,2.463325139069656,0.15369234475227855,0.005759827636939131,0.0,0.0,-50,0.0,1311
1783403032.186,24.46,2.4126613116799986,0.15368725162121977,0.005759827636939131,0.0,0.0,-50,0.0,1285
1783403032.286,24.56,2.3619947147816083,0.15368215821174794,0.005759827636939131,0.0,0.0,-50,0.0,1378
1783403032.387,24.66,2.3112877793864524,0.15367706074712945,0.005759827636939131,0.0,0.0,-50,0.0,1421
1783403032.487,24.76,2.2606190150464447,0.15367196711976913,0.005759827636939131,0.0,0.0,-50,0.0,1364
1783403032.588,24.86,2.209954826416518,0.15366687395239562,0.005759827636939131,0.0,0.0,-50,0.0,1290
1783403032.688,24.96,2.1593114693088014,0.15366178287917245,0.005759827636939131,0.0,0.0,-50,0.0,1342
1783403032.788,25.06,2.1086486052265294,0.153656689844953,0.005759827636939131,0.0,0.0,-50,0.0,1425
1783403032.889,25.16,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,-50,0.0,1424
1783403032.989,25.26,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1338
1783403033.09,25.36,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1318
1783403033.19,25.46,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1418
1783403033.29,25.56,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1445
1783403033.391,25.66,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1370
1783403033.491,25.76,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1309
1783403033.591,25.86,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1381
1783403033.692,25.96,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1445
1783403033.792,26.06,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1422
1783403033.892,26.16,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1331
1783403033.993,26.26,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1355
1783403034.093,26.36,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1437
1783403034.193,26.46,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1434
1783403034.294,26.56,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1342
1783403034.394,26.66,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1316
1783403034.495,26.76,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1399
1783403034.595,26.86,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1416
1783403034.695,26.96,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1318
1783403034.796,27.07,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1405
1783403034.896,27.17,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1434
1783403034.996,27.27,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1343
1783403035.097,27.37,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1335
1783403035.197,27.47,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1366
1783403035.297,27.57,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1441
1783403035.398,27.67,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1426
1783403035.498,27.77,2.0578013881933686,0.15365157827810805,0.005759827636939131,0.0,0.0,0,0.0,1335
1783403035.599,27.87,2.108488214546853,0.15365667372120567,0.005759827636939131,0.0,0.0,50,0.0,1319
1783403035.699,27.97,2.159176606274839,0.1536617693216672,0.005759827636939131,0.0,0.0,50,0.0,1405
1783403035.799,28.07,2.209852234179968,0.1536668636390077,0.005759827636939131,0.0,0.0,50,0.0,1440
1783403035.9,28.17,2.2605100408984664,0.1536719561648207,0.005759827636939131,0.0,0.0,50,0.0,1362
1783403036.0,28.27,2.3111750724223556,0.15367704941692864,0.005759827636939131,0.0,0.0,50,0.0,1309
1783403036.1,28.37,2.361867919446999,0.15368214546527204,0.005759827636939131,0.0,0.0,50,0.0,1384
1783403036.201,28.47,2.412574373188462,0.15368724288147087,0.005759827636939131,0.0,0.0,50,0.0,1443
1783403036.301,28.57,2.412574373188462,0.15368724288147087,0.005759827636939131,0.0,0.0,0,0.0,1443
1783403036.401,28.67,2.412574373188462,0.15368724288147087,0.005759827636939131,0.0,0.0,0,0.0,1402
