timestamp_unix,elapsed_sec,x_m,y_m,heading_deg,speed,steering,cds_value
1783400764.736,27.28,3.3050556273194514,1.6078554538893888,68.04278997496394,50,1.0,1
1783400764.843,27.38,3.323986244997649,1.6583492808773483,69.44849866657114,50,1.0,1
1783400764.95,27.49,3.34168596718006,1.7093345315427306,70.85536246257638,50,1.0,1
1783400765.056,27.6,3.3581081417697947,1.7606692754994164,72.26033351958158,50,1.0,1
1783400765.163,27.71,3.373278467559931,1.8124353499398766,73.66649420856193,50,1.0,1
1783400765.27,27.81,3.3871932751511817,1.8646386833858395,75.0748144405473,50,1.0,1
1783400765.377,27.92,3.399827125654045,1.9171974439598953,76.48391311245308,50,1.0,1
1783400765.484,28.03,3.4111576204038787,1.9700135883363117,77.89201990123446,50,1.0,1
1783400765.591,28.13,3.42119452952444,2.023139406058072,79.30137282166265,50,1.0,1
1783400765.698,28.24,3.4299040759044837,2.0763683509011512,80.70736715049871,50,1.0,1
1783400765.805,28.35,3.4373054504560847,2.1297995219637547,82.11348075641935,50,1.0,1
1783400765.912,28.45,3.443392114346733,2.1833811077254865,83.51919886463848,50,1.0,1
1783400766.018,28.56,3.4481625859745306,2.2370974482776886,84.92495777817604,50,1.0,1
1783400766.128,28.67,3.4516645486152604,2.2922175438798296,86.36469496646556,50,1.0,1
1783400766.234,28.78,3.4537626180428993,2.3461123022439008,87.77065790659516,50,1.0,1
1783400766.341,28.88,3.4545378717668793,2.4000236450985626,89.17613432177451,50,1.0,1
1783400766.448,28.99,3.4539889021028736,2.453985814431776,90.58286314634194,50,1.0,1
1783400766.556,29.1,3.4520840356120583,2.508443798525632,92.00331197450667,50,1.0,1
1783400766.663,29.2,3.448865872035775,2.562411150445145,93.41260211752191,50,1.0,1
1783400766.77,29.31,3.4443322010641273,2.6161840056584036,94.81929641451222,50,1.0,1
1783400766.877,29.42,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400766.984,29.53,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400767.09,29.63,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400767.197,29.74,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400767.304,29.85,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400767.411,29.95,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400767.521,30.06,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400767.628,30.17,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400767.736,30.28,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400767.842,30.38,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400767.949,30.49,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400768.056,30.6,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400768.163,30.7,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400768.27,30.81,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400768.377,30.92,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400768.483,31.03,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400768.59,31.13,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400768.697,31.24,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400768.804,31.35,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400768.913,31.45,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400769.02,31.56,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400769.129,31.67,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400769.235,31.78,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400769.342,31.88,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400769.449,31.99,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400769.556,32.1,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400769.663,32.2,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400769.77,32.31,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400769.877,32.42,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400769.984,32.53,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400770.09,32.63,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
1783400770.197,32.74,3.4443322010641273,2.6161840056584036,94.81929641451222,0,0.0,1
